dictionary	row_id	entry	type	source_page	status_v1	parent_id
2011 v2	D02-06669	لىسۇ	headword	945_1R.png	unverified	
2011 v2	D02-06701	لىڭ	headword	946_1R.png	unverified	
2011 v2	D02-06703	لىڭجاڭ	headword	946_1R.png	unverified	
2011 v2	D02-06724	لىم	headword	946_2L.png	unverified	
2011 v2	D02-06737	ليەن	headword	947_2L.png	unverified	
2011 v2	D02-06738	ليەنجاڭ	headword	947_2L.png	unverified	
2011 v2	D02-06807	ماجاڭ	headword	950_2L.png	unverified	
2011 v2	D02-06834	ماخار	headword	951_1R.png	unverified	
2011 v2	D02-06836	ماخاۋ	headword	951_1R.png	unverified	
2011 v2	D02-07047	ماگازا	headword	958_2L.png	unverified	
2011 v2	D02-07729	مەڭگەن	headword	982_1R.png	unverified	
2011 v2	D02-07806	مەنپەر	headword	985_1R.png	unverified	
2011 v2	D02-07825	مەنجاڭ	headword	985_2L.png	unverified	
2011 v2	D02-07999	مەيۋەن	headword	991_2L.png	unverified	
2011 v2	D02-08005	موبى	headword	992_1R.png	unverified	
2011 v2	D02-08017	موچەن	headword	992_1R.png	unverified	
2011 v2	D02-08017-v1	مو II	variant	992_1R.png	unverified	
2011 v2	D02-08020	موخازا	headword	992_1R.png	unverified	
2011 v2	D02-08072	موگو	headword	994_1R.png	unverified	
2011 v2	D02-08110	موما	headword	995_2L.png	unverified	
2011 v2	D02-08567	مۇلاۋ	headword	1011_1R.png	unverified	
2011 v2	D02-09018	مېيخۇاگۈل	headword	1026_2L.png	unverified	
2011 v2	D02-09018-v1	چىللىگۈل	variant	1026_2L.png	unverified	
2011 v2	D02-09283	مىلەڭزە	headword	1034_2L.png	unverified	
2011 v2	D02-09930	نەنمۇ	headword	1056_2L.png	unverified	
2011 v2	D02-11983	ئوسۇڭ	headword	1133_1R.png	unverified	
2011 v2	D02-13890	ۋادو	headword	1207_1R.png	verified	
2011 v2	D02-14047	ۋاڭ	headword	1212_1R.png	unverified	
2011 v2	D02-14206	ۋەنزە	headword	1218_1R.png	unverified	
2011 v2	D02-17006	ياڭتاۋ	headword	1330_1R.png	unverified	
2011 v2	D02-17012	ياڭزا	headword	1330_2L.png	unverified	
2011 v2	D02-17017	ياڭبۇ	headword	1330_2L.png	unverified	
2011 v2	D02-17159	يامبۇ	headword	1336_2L.png	unverified	
2011 v2	D02-17194	يانپەن	headword	1337_2L.png	unverified	
2011 v2	D02-17810	يۇمىنسۇ	headword	1361_2L.png	unverified	
2011 v2	D02-17899	يۈەنشۇەي	headword	1364_2L.png	unverified	
2011 v2	D02-18131	يۈنمۇ	headword	1373_2L.png	unverified	
2011 v2	D02-18248	يېزىخو	headword	1377_2L.png	unverified	
2011 v2	D02-18600	يىڭ	headword	1393_1R.png	unverified	
2011 v2	D02-18601	يىڭجاڭ	headword	1393_1R.png	unverified	
