dictionary	row_id	entry	type	source_page	status_v1	parent_id
1990s v4	D90-4-09658	لازىجاڭ	headword	899_2L.png	unverified	
1990s v4	D90-4-09698	لاڭشەن	headword	902_1R.png	unverified	
1990s v4	D90-4-09699	لاڭشەن توخۇسى	subentry	902_1R.png	unverified	D90-4-09698
1990s v4	D90-4-09702	لاڭگازا	headword	902_2L.png	unverified	
1990s v4	D90-4-09892	لەڭ	headword	917_1R.png	unverified	
1990s v4	D90-4-09894	لەڭپۇڭ	headword	917_2L.png	unverified	
1990s v4	D90-4-09897	لەڭزە	headword	917_2L.png	unverified	
1990s v4	D90-4-09979	لوبا	headword	924_1R.png	unverified	
1990s v4	D90-4-09999	لوزۇڭ	headword	925_1R.png	unverified	
1990s v4	D90-4-10043	لوڭيەن	headword	928_2L.png	unverified	
1990s v4	D90-4-10048	لومودى	headword	929_1R.png	unverified	
1990s v4	D90-4-10053	لويى	headword	929_2L.png	unverified	
1990s v4	D90-4-10057	لۇشيەن	headword	930_1R.png	unverified	
1990s v4	D90-4-10083	لۈي	headword	931_2L.png	unverified	
1990s v4	D90-4-10084	لۈيچى	headword	931_2L.png	unverified	
1990s v4	D90-4-10085	لۈيلياڭ	headword	932_1R.png	unverified	
1990s v4	D90-4-10126	لېپيىڭ	headword	935_1R.png	unverified	
1990s v4	D90-4-10156	لىجى	headword	937_2L.png	unverified	
1990s v4	D90-4-10173	لىزۇ	headword	939_1R.png	unverified	
1990s v4	D90-4-10174	لىزۇ تىلى	subentry	939_1R.png	unverified	D90-4-10173
1990s v4	D90-4-10175	لىزۇچە	subentry	939_1R.png	unverified	D90-4-10173
1990s v4	D90-4-10177	لىسۇ	headword	939_1R.png	unverified	
1990s v4	D90-4-10178	لىسۇ تىلى	subentry	939_1R.png	unverified	D90-4-10177
1990s v4	D90-4-10192	لىم	headword	942_2L.png	unverified	
1990s v4	D90-4-10193	لىم بەلباغ	subentry	942_2L.png	unverified	D90-4-10192
1990s v4	D90-4-10194	لىم تەكىيىسى	subentry	942_2L.png	unverified	D90-4-10192
1990s v4	D90-4-10227	لىياڭفۇڭ	headword	945_2L.png	unverified	
1990s v4	D90-4-10229	ليەن	headword	945_2L.png	unverified	
1990s v4	D90-4-10230	ليەنجاڭ	headword	945_2L.png	unverified	
1990s v5	D90-5-00035	ماتاڭ	headword	004_2L.png	unverified	
1990s v5	D90-5-00035-v1	تاڭگازا	variant	004_2L.png	unverified	
1990s v5	D90-5-00098	ماجاڭ	headword	010_2L.png	unverified	
1990s v5	D90-5-00118	ماخار	headword	012_1R.png	unverified	
1990s v5	D90-5-00120	ماخاۋ	headword	012_1R.png	unverified	
1990s v5	D90-5-00136	ماخو	headword	013_2L.png	unverified	
1990s v5	D90-5-00136-v1	ئېغىل	variant	013_2L.png	unverified	
1990s v5	D90-5-00390	ماگازا	headword	038_2L.png	verified	
1990s v5	D90-5-01317	مەڭگەن	headword	137_1R.png	unverified	
1990s v5	D90-5-01436	مەنتاڭ	headword	149_2L.png	unverified	
1990s v5	D90-5-01447	مەنجاڭ	headword	150_2L.png	unverified	
1990s v5	D90-5-01451	مەنچىزە	headword	151_1R.png	unverified	
1990s v5	D90-5-01451-v1	قۇشقاچتىلى ئاش	variant	151_1R.png	unverified	
1990s v5	D90-5-01643	مەيۋەن	headword	172_1R.png	unverified	
1990s v5	D90-5-01650	موبى	headword	172_2L.png	unverified	
1990s v5	D90-5-01659	موخازا	headword	173_2L.png	unverified	
1990s v5	D90-5-01731	موگۇ	headword	179_1R.png	unverified	
1990s v5	D90-5-01818	موما	headword	187_2L.png	unverified	
1990s v5	D90-5-01818-v1	جىڭموما	variant	187_2L.png	unverified	
1990s v5	D90-5-03000	مېيخۇا	headword	290_1R.png	unverified	
1990s v5	D90-5-03000-v1	چىللىگۈل	variant	290_1R.png	unverified	
1990s v5	D90-5-03329	مىلەڭزە	headword	312_1R.png	unverified	
1990s v5	D90-5-04207	نەنمۇ	headword	381_2L.png	unverified	
1990s v5	D90-5-07082	ئوسۇڭ	headword	650_2L.png	unverified	
1990s v6	D90-6-00056	ۋادو	headword	004_2L.png	unverified	
1990s v6	D90-6-00278	ۋاڭ	headword	019_1R.png	unverified	
1990s v6	D90-6-00478	ۋەنزە	headword	034_2L.png	unverified	
1990s v6	D90-6-05359	ياڭتاۋ	headword	474_1R.png	unverified	
1990s v6	D90-6-05360	ياڭجىنباڭ	headword	474_1R.png	unverified	
1990s v6	D90-6-05360-v1	ياڭجىنباڭ ئىنگلىز تىلى	variant	474_1R.png	unverified	
1990s v6	D90-6-05361	ياڭجىنباڭ ئىنگلىز تىلى	subentry	474_1R.png	unverified	D90-6-05360
1990s v6	D90-6-05371	ياڭزا	headword	475_1R.png	unverified	
1990s v6	D90-6-05374	ياڭزىجاڭ	headword	475_2L.png	unverified	
1990s v6	D90-6-05375	ياڭزىجاڭ تىمساھى	subentry	475_2L.png	unverified	D90-6-05374
1990s v6	D90-6-05378	ياڭگېر	headword	476_1R.png	unverified	
1990s v6	D90-6-05380	ياڭلې	headword	476_1R.png	unverified	
1990s v6	D90-6-05380-v1	ياڭلې پۇلى	variant	476_1R.png	unverified	
1990s v6	D90-6-05381	ياڭلې پۇلى	subentry	476_1R.png	unverified	D90-6-05380
1990s v6	D90-6-05382	ياڭ ۋېي	headword	476_1R.png	unverified	
1990s v6	D90-6-05383	ياڭ ۋېي ۋەقەسى	subentry	476_1R.png	unverified	D90-6-05382
1990s v6	D90-6-05384	ياڭيۇ	headword	476_2L.png	unverified	
1990s v6	D90-6-05543	يالۇ	headword	490_2L.png	unverified	
1990s v6	D90-6-05661	يامبۇ	headword	502_2L.png	unverified	
1990s v6	D90-6-05799	يانپەن	headword	512_2L.png	unverified	
1990s v6	D90-6-07164	يۇمىنسۇ	headword	636_1R.png	unverified	
1990s v6	D90-6-07297	يۈەنشۈەي	headword	646_2L.png	unverified	
1990s v6	D90-6-07301	يۈەنمۇ	headword	647_1R.png	unverified	
1990s v6	D90-6-07302	يۈەنمۇ ئادىمى	subentry	647_1R.png	unverified	D90-6-07301
1990s v6	D90-6-07692	يۈلىي	headword	680_2L.png	unverified	
1990s v6	D90-6-07693	يۈلىي پاراخوتى	subentry	680_2L.png	unverified	D90-6-07692
1990s v6	D90-6-07696	يۈنمۇ	headword	681_1R.png	unverified	
1990s v6	D90-6-07697	يۈنمۇ ئاخىرى	subentry	681_1R.png	unverified	D90-6-07696
1990s v6	D90-6-07698	يۈنمۇ بېشى	subentry	681_1R.png	unverified	D90-6-07696
1990s v6	D90-6-07699	يۈنمۇ مەركىزى	subentry	681_1R.png	unverified	D90-6-07696
1990s v6	D90-6-07975	يېزىخو	headword	706_2L.png	unverified	
1990s v6	D90-6-08617	يىڭ	headword	771_1R.png	unverified	
1990s v6	D90-6-08618	يىڭپپاۋ	headword	771_1R.png	unverified	
1990s v6	D90-6-08620	يىڭجاڭ	headword	771_1R.png	unverified	
2011 v1	D01-02899	ئەنزە	headword	098_1R.png	unverified	
2011 v1	D01-03114	باجىڭگىر	headword	105_2L.png	verified	
2011 v1	D01-03117	باجياۋ	headword	105_2L.png	unverified	
2011 v1	D01-03270	بازىمەن	headword	110_2L.png	unverified	
2011 v1	D01-03428	باشى	headword	116_2L.png	unverified	
2011 v1	D01-03533	باگۇ	headword	120_1R.png	unverified	
2011 v1	D01-03535	باڭ	headword	120_1R.png	unverified	
2011 v1	D01-03900	بەسەي	headword	132_2L.png	unverified	
2011 v1	D01-03900-v1	يېسىۋېلەڭ	variant	132_2L.png	unverified	
2011 v1	D01-04002	بەن	headword	135_2L.png	unverified	
2011 v1	D01-04002-i1	بەنى	inflected	135_2L.png	unverified	
2011 v1	D01-04011	بەندىڭ	headword	136_1R.png	unverified	
2011 v1	D01-04013	بەنزە	headword	136_1R.png	unverified	
2011 v1	D01-04055	بوتۇڭ	headword	137_1R.png	unverified	
2011 v1	D01-04067	بوجاڭ	headword	137_2L.png	unverified	
2011 v1	D01-04119	بورۇن	headword	138_2L.png	unverified	
2011 v1	D01-04161	بوسو	headword	140_1R.png	unverified	
2011 v1	D01-04265	بولا	headword	143_1R.png	unverified	
2011 v1	D01-04277	بولاڭخۇي	headword	143_2L.png	unverified	
2011 v1	D01-04459	بۇدۇڭتەي	headword	149_1R.png	unverified	
2011 v1	D01-05332	بىڭسى	headword	174_1R.png	unverified	
2011 v1	D01-05905	پاڭ	headword	192_1R.png	unverified	
2011 v1	D01-05913	پاڭچۇ	headword	192_1R.png	verified	
2011 v1	D01-06408	پەنجاك	headword	208_1R.png	unverified	
2011 v1	D01-06444	پەيجاڭ	headword	209_2L.png	unverified	
2011 v1	D01-06446	پەيجۇ	headword	209_2L.png	unverified	
2011 v1	D01-06447	پەيچۇسو	headword	209_2L.png	unverified	
2011 v1	D01-06447-v1	، ساقچىخانا	variant	209_2L.png	unverified	
2011 v1	D01-06467	پو	headword	210_2L.png	unverified	
2011 v1	D01-06738	پۇجۇڭ	headword	218_1R.png	unverified	
2011 v1	D01-06873	پۇڭمەنزە	headword	222_2L.png	unverified	
2011 v1	D01-07182	پىخەي	headword	231_1R.png	unverified	
2011 v1	D01-07395	پىڭ	headword	239_1R.png	unverified	
2011 v1	D01-07481	پىنتاڭ	headword	241_2L.png	unverified	
2011 v1	D01-07578	تاتازا	headword	245_1R.png	unverified	
2011 v1	D01-08037	تاكېسەي	headword	258_2L.png	unverified	
2011 v1	D01-08058	تاڭجاڭ	headword	259_1R.png	unverified	
2011 v1	D01-08060	تاڭزۇڭزا	headword	259_1R.png	unverified	
2011 v1	D01-08063	تاڭشىر	headword	259_1R.png	unverified	
2011 v1	D01-08065	تاڭگا	headword	259_1R.png	unverified	
2011 v1	D01-08066	تاڭگازا	headword	259_1R.png	unverified	
2011 v1	D01-08435	تەتەي	headword	269_1R.png	unverified	
2011 v1	D01-09089	تەنزە	headword	287_2L.png	unverified	
2011 v1	D01-09177	تەيجى	headword	290_2L.png	unverified	
2011 v1	D01-09178	تەيجىچۈەن	headword	290_2L.png	unverified	
2011 v1	D01-09180	تەيفېڭ	headword	290_2L.png	unverified	
2011 v1	D01-09398	توشۇڭ	headword	298_1R.png	unverified	
2011 v1	D01-09518	توكاڭ	headword	303_1R.png	unverified	
2011 v1	D01-09697	تۇەن	headword	310_2L.png	unverified	
2011 v1	D01-09698	تۇەنجاڭ	headword	310_2L.png	unverified	
2011 v1	D01-09781	تۇخاۋ	headword	314_2L.png	unverified	
2011 v1	D01-09947	تۇڭ	headword	320_2L.png	unverified	
2011 v1	D01-09950	تۇڭخاۋ	headword	320_2L.png	unverified	
2011 v1	D01-09951	تۇڭگو	headword	320_2L.png	unverified	
2011 v1	D01-11230	تىيزا	headword	364_2L.png	unverified	
2011 v1	D01-11239	جا	headword	365_1R.png	unverified	
2011 v1	D01-11265	جاجازا	headword	365_2L.png	unverified	
2011 v1	D01-11266	جادا	headword	365_2L.png	unverified	
2011 v1	D01-11325	جازا	headword	367_1R.png	unverified	
2011 v1	D01-11325-i1	جازاسى	inflected	367_1R.png	unverified	
2011 v1	D01-11353	جاسەي	headword	368_1R.png	unverified	
2011 v1	D01-11395	جاگەن	headword	369_1R.png	unverified	
2011 v1	D01-11396	جاڭ	headword	369_1R.png	unverified	
2011 v1	D01-11408	جاڭدۇ	headword	369_2L.png	unverified	
2011 v1	D01-11411	جاڭزا	headword	369_2L.png	unverified	
2011 v1	D01-11425	جاڭيۇ	headword	369_2L.png	unverified	
2011 v1	D01-11482	جامبۇ	headword	371_1R.png	unverified	
2011 v1	D01-11580	جاۋەن	headword	374_2L.png	unverified	
2011 v1	D01-11717	جەنيى	headword	378_2L.png	unverified	
2011 v1	D01-11736	جوتاڭ	headword	379_1R.png	unverified	
2011 v1	D01-11737	جوتۇ	headword	379_1R.png	unverified	
2011 v1	D01-11759	جوزا	headword	379_2L.png	unverified	
2011 v1	D01-11774	جوگازا	headword	380_1R.png	unverified	
2011 v1	D01-11803	جۇ	headword	380_2L.png	unverified	
2011 v1	D01-11858	جۇڭ	headword	382_2L.png	unverified	
2011 v1	D01-11860	جۇڭجياڭ	headword	382_2L.png	unverified	
2011 v1	D01-11862	جۇڭخۇا	headword	382_2L.png	unverified	
2011 v1	D01-11863	جۇڭخۇا خەلق جۇمھۇرىيىتى	headword	382_2L.png	unverified	
2011 v1	D01-11866	جۇڭسەنفۇ	headword	382_2L.png	unverified	
2011 v1	D01-11867	جۇڭشى	headword	383_1R.png	unverified	
2011 v1	D01-11868	جۇڭشياۋ	headword	383_1R.png	unverified	
2011 v1	D01-11869	جۇڭگو	headword	383_1R.png	unverified	
2011 v1	D01-11878	جۇڭۋېي	headword	383_1R.png	unverified	
2011 v1	D01-11879	جۇڭيى	headword	383_1R.png	unverified	
2011 v1	D01-11922	جۇۋاۋا	headword	384_2L.png	unverified	
2011 v1	D01-11930	جۇيازا	headword	384_2L.png	verified	
2011 v1	D01-11987	جۈسەي	headword	386_1R.png	unverified	
2011 v1	D01-11987-v1	كۈدە	variant	386_1R.png	unverified	
2011 v1	D01-12002	جۈن	headword	386_2L.png	unverified	
2011 v1	D01-12004	جۈنتۇەن	headword	386_2L.png	unverified	
2011 v1	D01-12005	جۈنجاڭ	headword	386_2L.png	unverified	
2011 v1	D01-12007	جۈنۋېي	headword	386_2L.png	unverified	
2011 v1	D01-12034	جېندى	headword	387_2L.png	unverified	
2011 v1	D01-12046	جىتۇەنجۈن	headword	387_2L.png	unverified	
2011 v1	D01-12088	جىزا	headword	388_2L.png	unverified	
2011 v1	D01-12095	جىسا	headword	389_1R.png	unverified	
2011 v1	D01-12137	جىڭ	headword	390_1R.png	unverified	
2011 v1	D01-12142	جىڭجۈي	headword	390_1R.png	unverified	
2011 v1	D01-12159	جىڭموما	headword	390_2L.png	unverified	
2011 v1	D01-12192	جىمبۇ	headword	391_2L.png	unverified	
2011 v1	D01-12265	جياڭچۈن	headword	393_2L.png	unverified	
2011 v1	D01-12266	جياڭگۇەن	headword	393_2L.png	unverified	
2011 v1	D01-12267	جياڭلىڭ	headword	393_2L.png	unverified	
2011 v1	D01-12268	جياۋبۇ	headword	393_2L.png	unverified	
2011 v1	D01-12378	چاجاڭ	headword	397_1R.png	unverified	
2011 v1	D01-12500	چازا	headword	400_2L.png	unverified	
2011 v1	D01-12650	چاڭپوزا	headword	404_2L.png	unverified	
2011 v1	D01-12658	چاڭچىلىھە	headword	405_1R.png	unverified	
2011 v1	D01-12778	چاۋشيەنزۇ	headword	407_2L.png	unverified	
2011 v1	D01-12950	چەن	headword	412_1R.png	unverified	
2011 v1	D01-12953	چەندازا	headword	412_1R.png	unverified	
2011 v1	D01-12966	چەي	headword	412_2L.png	unverified	
2011 v1	D01-12967	چەيدو	headword	412_2L.png	unverified	
2011 v1	D01-12968	چەيزە	headword	412_2L.png	unverified	
2011 v1	D01-13166	چۇخەي	headword	417_2L.png	unverified	
2011 v1	D01-13486	چۈندەيسەي	headword	427_2L.png	unverified	
2011 v1	D01-13671	چى	headword	433_2L.png	unverified	
2011 v1	D01-13805	چىزا	headword	437_2L.png	unverified	
2011 v1	D01-13938	چىڭسەي	headword	442_2L.png	unverified	
2011 v1	D01-14006	چىلىنسەي	headword	445_1R.png	unverified	
2011 v1	D01-14226	خاسك	headword	453_1R.png	unverified	
2011 v1	D01-14234	خاك	headword	453_2L.png	unverified	
2011 v1	D01-14246	خاڭگا	headword	453_2L.png	unverified	
2011 v1	D01-14362	خاۋازا	headword	458_2L.png	unverified	
2011 v1	D01-14526	خەيدەي	headword	464_1R.png	unverified	
2011 v1	D01-14538	خەيلى	headword	464_2L.png	unverified	
2011 v1	D01-14540	خو	headword	464_2L.png	unverified	
2011 v1	D01-14584	خوخەنزە	headword	465_2L.png	unverified	
2011 v1	D01-14637	خوشاڭ	headword	467_2L.png	unverified	
2011 v1	D01-14645	خوشو	headword	467_2L.png	unverified	
2011 v1	D01-14678	خوجاجەر	headword	468_2L.png	unverified	
2011 v1	D01-14807	خۇلاڭزا	headword	472_2L.png	unverified	
2011 v1	D01-14857	خۇي	headword	474_2L.png	unverified	
2011 v1	D01-14863	خۇيزۇ	headword	474_2L.png	unverified	
2011 v1	D01-15033	خىي	headword	480_1R.png	unverified	
2011 v1	D01-15064	داپەنجى	headword	482_1R.png	unverified	
2011 v1	D01-15083	داتاڭ	headword	482_2L.png	unverified	
2011 v1	D01-15090	داجياڭ	headword	483_1R.png	unverified	
2011 v1	D01-15106	دادەن	headword	483_2L.png	unverified	
2011 v1	D01-15118	دادۇر	headword	484_1R.png	unverified	
2011 v1	D01-15120	دادۈي	headword	484_1R.png	unverified	
2011 v1	D01-15121	دادۈيجاڭ	headword	484_1R.png	unverified	
2011 v1	D01-15174	دارىن	headword	485_2L.png	unverified	
2011 v1	D01-15200	داشۆ	headword	486_2L.png	unverified	
2011 v1	D01-15200-v1	ئۇنىۋېرسىتېت	variant	486_2L.png	unverified	
2011 v1	D01-15201	داشياۋ	headword	486_2L.png	unverified	
2011 v1	D01-15255	داڭگۇي	headword	488_2L.png	unverified	
2011 v1	D01-15367	داۋبەن	headword	492_1R.png	unverified	
2011 v1	D01-15375	داۋلى	headword	492_2L.png	unverified	
2011 v1	D01-15381	داۋېي	headword	492_2L.png	unverified	
2011 v1	D01-15399	دايۋەنشۆي	headword	493_1R.png	unverified	
2011 v1	D01-15400	دايى	headword	493_2L.png	unverified	
2011 v1	D01-15605	دەكزا قىلماق	headword	501_1R.png	verified	
2011 v1	D01-15611	دەك	headword	501_1R.png	unverified	
2011 v1	D01-15612	دەڭجا	headword	501_2L.png	unverified	
2011 v1	D01-15689	دەن	headword	503_2L.png	unverified	
2011 v1	D01-15753	دوتەي	headword	506_1R.png	unverified	
2011 v1	D01-15760	دودەن	headword	506_2L.png	unverified	
2011 v1	D01-15931	دومىلە	headword	512_1R.png	unverified	
2011 v1	D01-15950	دۇبەن	headword	513_1R.png	unverified	
2011 v1	D01-15975	دۇدۇ	headword	513_2L.png	unverified	
2011 v1	D01-16007	دۇفۇ	headword	514_2L.png	unverified	
2011 v1	D01-16014	دۇڭ	headword	515_1R.png	unverified	
2011 v1	D01-16126	دۈدۈيزە	headword	518_2L.png	unverified	
2011 v1	D01-16199	دۈي	headword	521_1R.png	unverified	
2011 v1	D01-16200	دۈيجاڭ	headword	521_1R.png	unverified	
2011 v1	D01-16202	دۈيزە	headword	521_1R.png	unverified	
2011 v1	D01-16321	دىبەن	headword	525_1R.png	unverified	
2011 v1	D01-16321-v1	نېگاتىپ	variant	525_1R.png	unverified	
2011 v1	D01-16322	دىبەيچۇڭ	headword	525_1R.png	unverified	
2011 v1	D01-16324	دىپەي	headword	525_1R.png	unverified	
2011 v1	D01-16343	دىچۆلياڭ	headword	526_1R.png	unverified	
2011 v1	D01-16414	دىكا	headword	528_2L.png	unverified	
2011 v1	D01-16432	دىڭخۇلۇ	headword	528_2L.png	unverified	
2011 v1	D01-16457	دىڭمۇ	headword	529_2L.png	unverified	
2011 v1	D01-16488	دىلۇن	headword	531_1R.png	unverified	
2011 v1	D01-17227	زاسۈي	headword	558_1R.png	unverified	
2011 v1	D01-17258	زاكۇ	headword	559_1R.png	unverified	
2011 v1	D01-17267	زاڭ	headword	559_1R.png	unverified	
2011 v1	D01-17317	زاپىن	headword	560_2L.png	unverified	
2011 v1	D01-17517	زۇڭتۇڭ	headword	568_2L.png	unverified	
2011 v1	D01-17518	زۇڭتۇڭلۇق	headword	568_2L.png	verified	
2011 v1	D01-17519	زۇڭلى	headword	568_2L.png	unverified	
2011 v1	D01-17520	زۇڭلىلىق	headword	568_2L.png	unverified	
2011 v1	D01-17633	زىسەي	headword	572_2L.png	unverified	
2011 v1	D01-17654	زىڭلى	headword	573_1R.png	unverified	
2011 v1	D01-17906	ساسۇڭ	headword	582_2L.png	unverified	
2011 v1	D01-17978	ساڭ	headword	585_2L.png	unverified	
2011 v1	D01-18591	سەنپەن	headword	606_2L.png	unverified	
2011 v1	D01-18595	سەنتاڭرۇ	headword	606_2L.png	unverified	
2011 v1	D01-18612	سەنمۇ	headword	607_1R.png	unverified	
2011 v1	D01-18669	سەي	headword	609_1R.png	unverified	
2011 v1	D01-18672	سەيپۇڭ	headword	609_1R.png	unverified	
2011 v1	D01-18672-v1	ماشىنىچى	variant	609_1R.png	unverified	
2011 v1	D01-18679	سەيدۇ	headword	609_2L.png	unverified	
2011 v1	D01-18681	سەيسى	headword	609_2L.png	unverified	
2011 v1	D01-18702	سەيۋەن	headword	610_1R.png	unverified	
2011 v1	D01-18885	سوگۇزا	headword	616_1R.png	unverified	
2011 v1	D01-18932	سولياۋ	headword	618_1R.png	unverified	
2011 v1	D01-18934	سومەن	headword	618_1R.png	unverified	
2011 v1	D01-19085	سۇڭ	headword	623_1R.png	unverified	
2011 v1	D01-19308	سۆەنتەيزى	headword	630_2L.png	unverified	
2011 v1	D01-19903	سىلىڭ	headword	651_2L.png	unverified	
2011 v1	D01-19904	سىلىڭبۇ	headword	651_2L.png	unverified	
2011 v1	D01-19906	سىلىڭيۈەن	headword	651_2L.png	unverified	
2011 v1	D01-20191	شازا	headword	662_1R.png	unverified	
2011 v1	D01-20223	شاڭتو	headword	663_2L.png	unverified	
2011 v1	D01-20224	شاڭجياڭ	headword	663_2L.png	unverified	
2011 v1	D01-20225	شاڭخادەن	headword	663_2L.png	unverified	
2011 v1	D01-20229	شاڭزۇڭ	headword	663_2L.png	unverified	
2011 v1	D01-20230	شاڭشى	headword	663_2L.png	unverified	
2011 v1	D01-20231	شاڭشياۋ	headword	663_2L.png	unverified	
2011 v1	D01-20232	شاڭۋېي	headword	663_2L.png	unverified	
2011 v1	D01-20233	شاڭيو	headword	663_2L.png	unverified	
2011 v1	D01-20363	شاۋجياڭ	headword	668_2L.png	unverified	
2011 v1	D01-20366	شاۋشياۋ	headword	668_2L.png	unverified	
2011 v1	D01-20375	شاۋۋېي	headword	669_1R.png	unverified	
2011 v1	D01-20489	شەڭگەن	headword	673_2L.png	unverified	
2011 v1	D01-20494	شەللەڭزە	headword	673_2L.png	unverified	
2011 v1	D01-20499	شەمبىزە	headword	673_2L.png	unverified	
2011 v1	D01-20560	شوپاك	headword	676_1R.png	unverified	
2011 v1	D01-20641	شوينى	headword	679_1R.png	unverified	
2011 v1	D01-20645	شۇجى	headword	679_2L.png	unverified	
2011 v1	D01-20677	شۇمپەن	headword	680_2L.png	unverified	
2011 v1	D01-20712	شۆيۈەن	headword	682_1R.png	unverified	
2011 v1	D01-20712-v1	ئىنستىتۇت	variant	682_1R.png	unverified	
2011 v1	D01-20742	شۈڭگەن	headword	683_1R.png	unverified	
2011 v1	D01-20770	شېڭسەي	headword	684_2L.png	unverified	
2011 v1	D01-20771	شېگمۇ	headword	684_2L.png	unverified	
2011 v1	D01-20780	شى	headword	685_1R.png	unverified	
2011 v1	D01-20783	شىبەن	headword	685_2L.png	unverified	
2011 v1	D01-20793	شىپاڭ	headword	685_2L.png	unverified	
2011 v1	D01-20819	شتۇەن	headword	686_2L.png	unverified	
2011 v1	D01-20875	شىزا	headword	689_1R.png	unverified	
2011 v1	D01-20900	شىڭ	headword	690_1R.png	unverified	
2011 v1	D01-20908	شىڭلى	headword	690_1R.png	unverified	
2011 v1	D01-20971	شىنتوئىزم	headword	692_1R.png	unverified	
2011 v1	D01-20984	شىي	headword	692_2L.png	unverified	
2011 v1	D01-20985	شياشى	headword	692_2L.png	unverified	
2011 v1	D01-20986	شياڭشېڭ	headword	692_2L.png	unverified	
2011 v1	D01-20987	شياۋدۈي	headword	692_2L.png	unverified	
2011 v1	D01-20994	شيۇجېڭجۇيى	headword	692_2L.png	unverified	
2011 v2	D02-00004	فابى	headword	713_1R.png	verified	
2011 v2	D02-00023	فاگاۋ	headword	714_1R.png	verified	
2011 v2	D02-00025	فاڭجېن	headword	714_1R.png	verified	
2011 v2	D02-00095	فۇداۋ	headword	716_2L.png	verified	
2011 v2	D02-00095-i1	فۇداۋى	inflected	716_2L.png	verified	
2011 v2	D02-00096	فۇداۋيۈەن	headword	716_2L.png	verified	
2011 v2	D02-00101	فۇگۇەن	headword	717_1R.png	verified	
2011 v2	D02-00127	قېندۈي	headword	718_1R.png	verified	
2011 v2	D02-02967	كاجى	headword	820_2L.png	unverified	
2011 v2	D02-03137	كاك	headword	826_1R.png	unverified	
2011 v2	D02-03138	كاڭ	headword	826_2L.png	unverified	
2011 v2	D02-03147	كاڭمەنزە	headword	826_2L.png	unverified	
2011 v2	D02-03154	كالاڭچۇر	headword	826_2L.png	unverified	
2011 v2	D02-03768	كوڭتەي	headword	850_1R.png	unverified	
2011 v2	D02-03935	كويزا	headword	856_1R.png	unverified	
2011 v2	D02-03981	كۇسار	headword	857_2L.png	unverified	
2011 v2	D02-04022	كۈلى	headword	858_2L.png	unverified	
2011 v2	D02-04429	كۆڭتەي	headword	872_1R.png	unverified	
2011 v2	D02-05282	گادا	headword	900_1R.png	unverified	
2011 v2	D02-05337	گازىر	headword	902_1R.png	unverified	
2011 v2	D02-05355	گاگار	headword	902_2L.png	unverified	
2011 v2	D02-05357	گاڭ	headword	902_2L.png	unverified	
2011 v2	D02-05357-v1	پولات	variant	902_2L.png	unverified	
2011 v2	D02-05359	گاڭبەن	headword	902_2L.png	unverified	
2011 v2	D02-05360	گاڭبى	headword	902_2L.png	unverified	
2011 v2	D02-05361	گاڭپەن	headword	902_2L.png	unverified	
2011 v2	D02-05362	گاڭزا	headword	902_2L.png	unverified	
2011 v2	D02-05365	گاڭگۇڭ	headword	902_2L.png	unverified	
2011 v2	D02-05484	گەنجى	headword	906_2L.png	unverified	
2011 v2	D02-05496	گەۋجاك	headword	907_1R.png	unverified	
2011 v2	D02-05497	گوبى	headword	907_1R.png	verified	
2011 v2	D02-05499	گوپەي	headword	907_1R.png	unverified	
2011 v2	D02-05500	گوجەي	headword	907_1R.png	unverified	
2011 v2	D02-05507	گوشۇڭ	headword	907_2L.png	unverified	
2011 v2	D02-05509	گوكەي	headword	907_2L.png	unverified	
2011 v2	D02-05530	گوۋۇيۈەن	headword	908_1R.png	unverified	
2011 v2	D02-05577	گۇڭ	headword	909_2L.png	unverified	
2011 v2	D02-05582	گۇڭپۇڭ	headword	910_1R.png	unverified	
2011 v2	D02-05583	گۇڭتۇر	headword	910_1R.png	unverified	
2011 v2	D02-05587	گۇڭشې	headword	910_1R.png	unverified	
2011 v2	D02-05634	گۇمپا	headword	911_1R.png	unverified	
2011 v2	D02-05659	گۇي	headword	912_1R.png	unverified	
2011 v2	D02-05660	گۇيتوزا	headword	912_1R.png	unverified	
2011 v2	D02-05764	گۈڭگۈرمەن	headword	915_1R.png	unverified	
2011 v2	D02-06211	لازا	headword	931_1R.png	unverified	
2011 v2	D02-06213	لازجال	headword	931_2L.png	unverified	
2011 v2	D02-06256	لاڭگازا	headword	932_2L.png	unverified	
2011 v2	D02-06421	لەڭ	headword	937_1R.png	unverified	
2011 v2	D02-06422	لەڭپۇڭ	headword	937_2L.png	unverified	
2011 v2	D02-06425	لەڭزە	headword	937_2L.png	unverified	
2011 v2	D02-06490	لوبا	headword	939_2L.png	unverified	
2011 v2	D02-06505	لوژۇك	headword	940_1R.png	unverified	
2011 v2	D02-06543	لۇڭيەن	headword	941_1R.png	unverified	
2011 v2	D02-06554	لومودى	headword	941_1R.png	unverified	
2011 v2	D02-06556	لويى	headword	941_2L.png	unverified	
2011 v2	D02-06558	لۇشيەن	headword	941_2L.png	unverified	
2011 v2	D02-06584	لۈي	headword	942_1R.png	unverified	
2011 v2	D02-06585	لۈيجاڭ	headword	942_1R.png	unverified	
2011 v2	D02-06626	لېيىڭ	headword	943_2L.png	unverified	
2011 v2	D02-06655	لىجى	headword	944_2L.png	unverified	
2011 v2	D02-06666	لىزۇ	headword	945_1R.png	unverified	
