row_id	entry	type	source_page	status_v1
D90-1-00001	ئا	headword	001_1R.png	verified
D90-1-02522	ئاۋۇ	headword	203_1R.png	unverified
D90-1-00005	ئاب	headword	001_1R.png	verified
D90-1-00006	ئابات	nonstandard	001_1R.png	verified
D90-1-02466	ئاۋات	headword	198_2L.png	unverified
D90-1-00007	ئاباد	nonstandard	001_1R.png	verified
D90-1-00008	ئابارون	nonstandard	001_1R.png	verified
D90-1-00008-c1	ئوبورون	corrected_form	001_1R.png	verified
D90-1-00009	ئابايا	headword	001_1R.png	verified
D90-1-00010	ئابايام	nonstandard	001_2L.png	verified
D90-1-00011	ئابايامقى	nonstandard	001_2L.png	verified
D90-1-00012	ئابايىقى	headword	001_2L.png	verified
D90-1-00013	ئابخاز	headword	001_2L.png	verified
D90-1-00014	ئابخازلار	headword	001_2L.png	verified
D90-1-00015	ئابدال	headword	001_2L.png	verified
D90-1-00016	ئابداللىق	headword	001_2L.png	verified
D90-1-00017	ئابدىمىلىك	headword	001_2L.png	verified
D90-1-00018	ئابدىمىلىك پىلە قۇرتى	headword	002_1R.png	verified
D90-1-00019	ئابدىمىلىك پىلىسى	headword	002_1R.png	verified
D90-1-00020	ئابدىمىلىك مېيى	headword	002_1R.png	verified
D90-1-00021	ئابروي	headword	002_1R.png	verified
D90-1-00022	ئابروي قىلماق	headword	002_1R.png	verified
D90-1-00023	ئابرويى بىر پۇل بولماق	headword	002_1R.png	verified
D90-1-00024	ئابرويى بىر تىيىن بولماق	headword	002_1R.png	verified
D90-1-00025	ئابرويىنى بىر پۇل قىلماق	headword	002_1R.png	verified
D90-1-00026	ئابرويىنى بىر تىيىن قىلماق	headword	002_2L.png	verified
D90-1-00027	ئابرويىنى تۆكمەك	headword	002_2L.png	verified
D90-1-00028	ئابرويىنى قىلماق	headword	002_2L.png	verified
D90-1-00029	ئابرويپەرەس	headword	002_2L.png	verified
D90-1-00030	ئابرويپەرەسلىك	headword	002_2L.png	verified
D90-1-00031	ئابرويسىز	headword	002_2L.png	verified
D90-1-00032	ئابرويسىزلاندۇرماق	headword	002_2L.png	verified
D90-1-00033	ئابرويسىزلاندۇرۇلماق	headword	002_2L.png	verified
D90-1-00034	ئابرويسىزلانماق	headword	002_2L.png	verified
D90-1-09865	ئابرويسىزلىق	headword	003_1R.png	verified
D90-1-00035	ئابرويلۇق	headword	003_1R.png	verified
D90-1-00036	ئابزاس	headword	003_1R.png	verified
D90-1-00037	ئابزاسلىق	headword	003_1R.png	verified
D90-1-00038	ئابستراكت	headword	003_1R.png	verified
D90-1-00040	ئابستراكت تەپەككۇر	headword	003_2L.png	verified
D90-1-00041	ئابستراكت سەنئەت	headword	003_2L.png	verified
D90-1-00042	ئابستراكت ئۇقۇم	headword	003_2L.png	verified
D90-1-00043	ئابستراكتلاشتۇرماق	headword	003_2L.png	verified
D90-1-00044	ئابستراكتلاشتۇرۇلماق	headword	003_2L.png	verified
D90-1-00045	ئابستراكتلاشماق	headword	003_2L.png	verified
D90-1-00046	ئابستراكتلىق	headword	004_1R.png	unverified
D90-1-00047	ئابستراكسىيە	headword	004_1R.png	unverified
D90-1-00048	ئابستراكسىيىلەشتۈرمەك	headword	004_1R.png	unverified
D90-1-00049	ئابستراكسىيىلەشتۈرۈلمەك	headword	004_1R.png	unverified
D90-1-00050	ئابستراكسىيىلەشمەك	headword	004_1R.png	unverified
D90-1-00051	ئابستراكسىيىلىك	headword	004_1R.png	unverified
D90-1-00052	ئابسېسسا	headword	004_1R.png	verified
D90-1-00052-i1	ئابسېسساسى	inflected	004_1R.png	verified
D90-1-00053	ئابۇ ئاش	headword	004_2L.png	verified
D90-1-00054	ئابۇچەشمە	nonstandard	004_2L.png	unverified
D90-1-00059	ئابىچەشمە	headword	004_2L.png	unverified
D90-1-00055	ئابۇكەۋسەر	nonstandard	004_2L.png	unverified
D90-1-00064	ئابىكەۋسەر	headword	005_1R.png	unverified
D90-1-00056	ئابۇنە	headword	004_2L.png	unverified
D90-1-00057	ئابۇنىچى	headword	004_2L.png	unverified
D90-1-00058	ئابۇ ھايات	nonstandard	004_2L.png	unverified
D90-1-00066	ئابىھايات	headword	005_1R.png	unverified
D90-1-00060	ئابىدارما	headword	004_2L.png	verified
D90-1-00061	ئابىدە	headword	004_2L.png	unverified
D90-1-00061-v1	مەڭگۈتاش	variant	004_2L.png	unverified
D90-1-00062	ئابىراۋان	headword	005_1R.png	unverified
D90-1-00063	ئابىزەمزەم	headword	005_1R.png	unverified
D90-1-00065	ئابىناۋات	headword	005_1R.png	unverified
D90-1-00067	ئابىيا	nonstandard	005_1R.png	unverified
D90-1-00068	ئابىيام	nonstandard	005_1R.png	unverified
D90-1-00069	ئاپا	headword	005_1R.png	unverified
D90-1-00070	ئاپارات	nonstandard	005_2L.png	unverified
D90-1-00082	ئاپپارات	headword	006_2L.png	unverified
D90-1-00071	ئاپارغۇزماق	headword	005_2L.png	unverified
D90-1-00072	ئاپارماق	headword	005_2L.png	unverified
D90-1-00073	ئاپئاشكارا	headword	005_2L.png	unverified
D90-1-00074	ئاپئاق	headword	005_2L.png	unverified
D90-1-00075	ئاپاق - چاپاق	headword	006_1R.png	unverified
D90-1-00077	ئاپئاقچىلىق	headword	006_1R.png	unverified
D90-1-00078	ئاپئايان	headword	006_1R.png	unverified
D90-1-00079	ئاپئايدىڭ	headword	006_1R.png	unverified
D90-1-00080	ئاپەت	headword	006_1R.png	unverified
D90-1-00081	ئاپەتلىك	headword	006_2L.png	unverified
D90-1-00084	ئاپپاق	headword	006_2L.png	unverified
D90-1-00085	ئاپپاق خوجا	headword	007_1R.png	unverified
D90-1-00086	ئاپپاي	headword	007_1R.png	unverified
D90-1-00087	ئاپتاپ	headword	007_1R.png	unverified
D90-1-00088	ئاپتاپپەرەس	headword	007_2L.png	unverified
D90-1-00090	ئاپتاپپەرەسلىك	headword	007_2L.png	unverified
D90-1-00091	ئاپتاپسىندۇرماق	headword	008_1R.png	unverified
D90-1-00092	ئاپتاپسىنماق	headword	008_1R.png	unverified
D90-1-00093	ئاپتاپلىق	headword	008_1R.png	unverified
D90-1-00094	ئاپتوبۇس	headword	008_1R.png	unverified
D90-1-00096	ئاپتور	headword	008_1R.png	unverified
D90-1-00098	ئاپتورلۇق	headword	008_2L.png	unverified
D90-1-00100	ئاپتول	headword	008_2L.png	unverified
D90-1-00101	ئاپتومات	headword	008_2L.png	unverified
D90-1-00102	ئاپتوماتچى	headword	008_2L.png	unverified
D90-1-00103	ئاپتوماتلاشتۇرماق	headword	008_2L.png	unverified
D90-1-00104	ئاپتوماتلاشتۇرۇلماق	headword	009_1R.png	unverified
D90-1-00105	ئاپتوماتلاشماق	headword	009_1R.png	unverified
D90-1-00106	ئاپتوماتلىق	headword	009_1R.png	unverified
D90-1-00107	ئاپتوماتىك	headword	009_1R.png	unverified
D90-1-00110	ئاپتوماشىنا	headword	009_1R.png	unverified
D90-1-00111	ئاپتوموبىل	headword	009_1R.png	unverified
D90-1-00112	ئاپتوموبىل مۇسابىقىسى	headword	009_2L.png	unverified
D90-1-00113	ئاپتوموبىلسازلىق	headword	009_2L.png	unverified
D90-1-00114	ئاپتونوم	headword	009_2L.png	unverified
D90-1-00118	ئاپتونومىيە	headword	009_2L.png	unverified
D90-1-00119	ئاپتونومىيە ئورگىنى	headword	010_1R.png	unverified
D90-1-00120	ئاپتۇۋا	headword	010_1R.png	unverified
D90-1-00121	ئاپتۇۋا-چىلاپچا	headword	010_1R.png	unverified
D90-1-00122	ئاپتېكا	headword	010_1R.png	unverified
D90-1-00123	ئاپتېكار	headword	010_2L.png	unverified
D90-1-00123-v1	دورىگەر	variant	010_2L.png	unverified
D90-1-00124	ئاپرېل	headword	010_2L.png	unverified
D90-1-00125	ئاپشاركا	headword	010_2L.png	unverified
D90-1-00126	ئاپقۇت	headword	010_2L.png	unverified
D90-1-00127	ئاپقۇتچى	headword	010_2L.png	unverified
D90-1-00128	ئاپقۇر	headword	010_2L.png	unverified
D90-1-00130	ئاپقۇن	headword	010_2L.png	unverified
D90-1-00130-v1	كولا	variant	010_2L.png	unverified
D90-1-00131	ئاپلا	headword	010_2L.png	unverified
D90-1-00132	ئاپلاھەكبەر	headword	011_1R.png	unverified
D90-1-00133	ئاپلىسۇن	nonstandard	011_1R.png	unverified
D90-1-00137	ئاپېلسىن	headword	011_2L.png	unverified
D90-1-00134	ئاپورت	headword	011_1R.png	unverified
D90-1-00135	ئاپورت ئالما	headword	011_1R.png	unverified
D90-1-00136	ئاپوفىزا	headword	011_2L.png	unverified
D90-1-00138	ئاپىخان	nonstandard	011_2L.png	unverified
D90-1-00729	ئارپىخان	headword	060_2L.png	unverified
D90-1-00139	ئاپىدىيان	nonstandard	011_2L.png	unverified
D90-1-00726	ئارپىبەدىيان	headword	060_2L.png	unverified
D90-1-00140	ئاپىرىدە	headword	011_2L.png	unverified
D90-1-00141	ئاپىرىدە بولماق	headword	011_2L.png	unverified
D90-1-00142	ئاپىرىدە قىلماق	headword	011_2L.png	unverified
D90-1-00143	ئاپىرىشماق	headword	011_2L.png	unverified
D90-1-00144	ئاپىرىن	headword	011_2L.png	unverified
D90-1-00145	ئاپىرىن ئەيلىمەك	headword	011_2L.png	unverified
D90-1-00147	ئاپىرىن ئېيتماق	headword	012_1R.png	unverified
D90-1-00146	ئاپىرىن ئوقۇماق	headword	012_1R.png	unverified
D90-1-00148	ئاپىلىق	nonstandard	012_1R.png	unverified
D90-1-00730	ئارپىلىق	headword	061_1R.png	unverified
D90-1-00149	ئات	headword	012_1R.png	unverified
D90-1-00153	ئاتتىن چۈشكەن يېرى	headword	012_2L.png	unverified
D90-1-00154	ئات چىشلىق قوناق	headword	012_2L.png	unverified
D90-1-00155	ئات سالماق	headword	012_2L.png	unverified
D90-1-00156	ئات سۈلەيسۈنى	headword	012_2L.png	unverified
D90-1-00157	ئات قامچا	headword	012_2L.png	unverified
D90-1-00158	ئات قويماق	headword	012_2L.png	unverified
D90-1-00159	ئات قۇلان	headword	012_2L.png	unverified
D90-1-00160	ئات قېچىر	headword	013_1R.png	unverified
D90-1-00161	ئات كۈچى	headword	013_1R.png	unverified
D90-1-00162	ئاتمۇ ئۆلمىسۇن، ھارۋىمۇ سۇنمىسۇن	headword	013_1R.png	unverified
D90-1-00162-v1	كاۋاپمۇ كۆيمىسۇن، زىخمۇ كۆيمىسۇن	variant	013_1R.png	unverified
D90-1-00163	ئاتنىڭ قاشقىسىدەك	headword	013_1R.png	unverified
D90-1-00164	ئات ئورۇق، يول پىراق	headword	013_1R.png	unverified
D90-1-00165	ئات ئويۇنى	headword	013_1R.png	unverified
D90-1-00166	ئات ۋاباسى	headword	013_1R.png	unverified
D90-1-00167	ئات ئېگەرلەكلىك	headword	013_1R.png	unverified
D90-1-00168	ئات يىلى	headword	013_2L.png	unverified
D90-1-00173	ئاتا	headword	013_2L.png	unverified
D90-1-00174	ئاتا بولماق	headword	014_1R.png	unverified
D90-1-00175	ئاتا تۇتماق	headword	014_1R.png	unverified
D90-1-00176	ئاتا جەمەت	headword	014_1R.png	unverified
D90-1-00177	ئاتا كەسىپ	headword	014_1R.png	unverified
D90-1-00178	ئاتا كۆرگەن، ئانا كۆرگەن	headword	014_1R.png	unverified
D90-1-00179	ئاتاڭغا رەھمەت	headword	014_2L.png	unverified
D90-1-00180	ئاتاڭغا لەنەت	headword	014_2L.png	unverified
D90-1-00181	ئاتاڭ ياخشى، ئاناڭ ياخشى دېمەك	headword	014_2L.png	unverified
D90-1-00182	ئاتام زامان	headword	014_2L.png	unverified
D90-1-00183	ئاتام زاماندىن بۇيان	headword	014_2L.png	unverified
D90-1-00185	ئاتام زاماندىن تارتىپ	headword	014_2L.png	unverified
D90-1-00184	ئاتام زاماندىن بېرى	headword	014_2L.png	unverified
D90-1-00186	ئاتام زاماندىن قالغان	headword	015_1R.png	unverified
D90-1-00187	ئاتام ئېيتقان	headword	015_1R.png	unverified
D90-1-00188	ئاتا مىراس	headword	015_1R.png	unverified
D90-1-00189	ئاتا يوللۇق	headword	015_1R.png	unverified
D90-1-00191	ئاتا قىلماق	headword	015_1R.png	unverified
D90-1-00192	ئاتا-ئانا	headword	015_1R.png	unverified
D90-1-00193	ئاتا-ئانىلىق	headword	015_2L.png	unverified
D90-1-00194	ئاتا-بالا	headword	015_2L.png	unverified
D90-1-00195	ئاتا-بالىلىق	headword	015_2L.png	unverified
D90-1-00196	ئاتا-بوۋا	headword	015_2L.png	unverified
D90-1-00197	ئاتارمەن	headword	015_2L.png	unverified
D90-1-00198	ئاتارمەن - چاپارمەن	headword	016_1R.png	unverified
D90-1-00199	ئاتاش	headword	016_1R.png	verified
D90-1-00200	ئاتاشماق	headword	016_1R.png	unverified
D90-1-00202	ئاتاغا	headword	016_1R.png	unverified
D90-1-00203	ئاتاق	headword	016_1R.png	unverified
D90-1-00204	ئاتاق ئالماق	headword	016_2L.png	unverified
D90-1-00205	ئاتىقى چىقماق	headword	016_2L.png	unverified
D90-1-00206	ئاتاق - ئابروي	headword	016_2L.png	unverified
D90-1-00206-v1	نام - ئابروي	variant	016_2L.png	unverified
D90-1-00207	ئاتاقسىز	headword	016_2L.png	unverified
D90-1-00207-v1	نامسىز	variant	016_2L.png	unverified
D90-1-00208	ئاتاقلىق	headword	016_2L.png	unverified
D90-1-00209	ئاتاكا	headword	017_1R.png	unverified
D90-1-00211	ئاتالغۇ	headword	017_1R.png	unverified
