sub_id	parent_id	phrase	source_page	status_v1
D90-4-09649	D90-4-09648	لاخۇ تىلى	898_2L.png	unverified
D90-4-09670	D90-4-09669	لاسسىدە بولماق	900_2L.png	unverified
D90-4-09696	D90-4-09695	لاكمۇس قەغەز	902_1R.png	unverified
D90-4-09714	D90-4-09713	لام دېمەي ← لام-جىم دېمەي	903_2L.png	unverified
D90-4-09716	D90-4-09715	لاما دىنى	903_2L.png	unverified
D90-4-09718	D90-4-09717	لامارك تەلىماتى	903_2L.png	unverified
D90-4-09721	D90-4-09720	لامپۇچكا قىلى	904_1R.png	unverified
D90-4-09730	D90-4-09729	لاندىش گۈلى	904_2L.png	unverified
D90-4-09732	D90-4-09731	لانسىت بېلىقى	904_2L.png	unverified
D90-4-09735	D90-4-09734	لاۋا ئېقىمى	905_1R.png	unverified
D90-4-09743	D90-4-09742	لاۋان دەرىخى	905_2L.png	unverified
D90-4-09745	D90-4-09744	لاۋر دەرىخى	905_2L.png	unverified
D90-4-09768	D90-4-09767	لاياقەتلىك بولۇش مۇسابىقىسى	908_1R.png	unverified
D90-4-09783	D90-4-09782	لايقا سۇ	909_1R.png	unverified
D90-4-09784	D90-4-09782	لايقا مىقدارى	909_1R.png	unverified
D90-4-09792	D90-4-09791	لايلىق تاش ئېقىم	909_2L.png	unverified
D90-4-09795	D90-4-09794	لايىق بولماق	910_1R.png	unverified
D90-4-09796	D90-4-09794	لايىق تاپماق	910_1R.png	unverified
D90-4-09834	D90-4-09833	لەپلىمە كۆڭلەك	913_1R.png	unverified
D90-4-09839	D90-4-09838	لەت بولماق	913_1R.png	unverified
D90-4-09840	D90-4-09838	مات بولماق	913_1R.png	unverified
D90-4-09856	D90-4-09855	لەرزان شامال	914_2L.png	unverified
D90-4-09857	D90-4-09855	لەرزان قەدەم تاشلىماق	914_2L.png	unverified
D90-4-09859	D90-4-09858	لەرزىگە سالماق	914_2L.png	unverified
D90-4-09860	D90-4-09858	لەرزىگە كەلمەك	914_2L.png	unverified
D90-4-09878	D90-4-09877	لەقەم سىڭمەك	916_1R.png	unverified
D90-4-09879	D90-4-09877	لەقەم قويماق	916_1R.png	unverified
D90-4-09937	D90-4-09936	لەۋ-چىش تاۋۇشى	920_2L.png	unverified
D90-4-09939	D90-4-09938	لەۋزىدە تۇرماق	920_2L.png	unverified
D90-4-09940	D90-4-09938	لەۋزىدىن يانماق	920_2L.png	unverified
D90-4-09941	D90-4-09938	لەۋزى قىلماق	920_2L.png	unverified
D90-4-09948	D90-4-09947	لەۋلەشكەن سوزۇق تاۋۇش	921_1R.png	unverified
D90-4-09963	D90-4-09962	لەيلىتىش كۈچى	922_1R.png	unverified
D90-4-09971	D90-4-09970	لەيلىگۈچى جانلىقلار	923_1R.png	unverified
D90-4-09982	D90-4-09981	لوبېلىيە ئوتى	924_1R.png	unverified
D90-4-09986	D90-4-09985	لوپا ئەينەك	924_2L.png	unverified
D90-4-09989	D90-4-09988	لوپنۇر كەندىرى	924_2L.png	unverified
D90-4-09998	D90-4-09997	لوروپىتالۇم چاتقىلى	925_1R.png	unverified
D90-4-10003	D90-4-10002	لوق گۆش	925_2L.png	unverified
D90-4-10029	D90-4-10028	لوگارىفملىق تەڭلىمە	927_1R.png	unverified
D90-4-10038	D90-4-10037	لوڭقا تالىشىش مۇسابىقىسى	928_1R.png	unverified
D90-4-10039	D90-4-10037	لوڭقا قويۇش	928_1R.png	unverified
D90-4-10050	D90-4-10049	لويلا ئائىلىسى	929_1R.png	unverified
D90-4-10099	D90-4-10098	لېپىر ساتتى	933_1R.png	unverified
D90-4-10112	D90-4-10111	لېكسىيە ئۈستىلى	933_2L.png	unverified
D90-4-10125	D90-4-10124	لېئىشمان كېسەللىكى	935_1R.png	unverified
D90-4-10140	D90-4-10139	لىپا دەرىخى	936_2L.png	unverified
D90-4-10155	D90-4-10154	لىتىيلىق چىرىمەتال	937_2L.png	unverified
D90-4-10162	D90-4-10161	لىرىك قەھرىمان	938_1R.png	unverified
D90-4-10168	D90-4-10167	لىرىكىلىق شېئىر	938_2L.png	unverified
D90-4-10169	D90-4-10167	لىرىكىلىق كومېدىيە	938_2L.png	unverified
D90-4-10170	D90-4-10167	لىرىكىلىق ئۇسسۇل	938_2L.png	unverified
D90-4-10213	D90-4-10212	لىمون پۇراقلىق ئېۋقالپىت دەرىخى	944_1R.png	unverified
D90-4-10215	D90-4-10214	لىمونات كىسلاتا	944_1R.png	unverified
D90-4-10223	D90-4-10222	لىنكولىن قويى	945_1R.png	unverified
