row_id	entry	type	source_page	status_v1
D90-3-00001	د	headword	001_1R.png	unverified
D90-3-00002	داپ	headword	001_1R.png	unverified
D90-3-00003	داپ داراڭلىغان، ئېشەك ھاڭرىغان يەردە يۈرمەك	headword	001_1R.png	unverified
D90-3-00003-v1	باش قايغان، پۇت تايغان يەردە يۈرمەك	variant	001_1R.png	unverified
D90-3-00004	داپ ئوسسۇلى	headword	001_2L.png	unverified
D90-3-00005	داپ يارماق	headword	001_2L.png	unverified
D90-3-00006	داپ يۈز	headword	002_1R.png	unverified
D90-3-00006-v1	يۈزى قېلىن	variant	002_1R.png	unverified
D90-3-00007	دېپىغا ئۇسسۇل ئوينىماق	headword	002_1R.png	unverified
D90-3-00008	دېپىنى چالماق	headword	002_1R.png	unverified
D90-3-00010	داپە ندە	headword	002_1R.png	unverified
D90-3-00011	داپەندىلىك	headword	002_2L.png	verified
D90-3-00012	داپچى	headword	002_2L.png	verified
D90-3-00013	داپچىلىق	headword	002_2L.png	verified
D90-3-00014	داپخانا	nonstandard	002_2L.png	verified
D90-3-00014-c1	داپغۇن	corrected_form	002_2L.png	verified
D90-3-00015	داپخۇن	headword	002_2L.png	verified
D90-3-00016	داپ-دۇمباق	headword	002_2L.png	unverified
D90-3-00017	داپشاق	headword	002_2L.png	unverified
D90-3-00018	داپشاقلىق	headword	003_1R.png	unverified
D90-3-00019	داپشايماق	headword	003_1R.png	unverified
D90-3-00020	داپقۇر	headword	003_1R.png	unverified
D90-3-00021	داپقۇر-داپقۇر	headword	003_1R.png	unverified
D90-3-00022	داپكەش	headword	003_1R.png	unverified
D90-3-00023	داپلاتماق	headword	003_1R.png	unverified
D90-3-00024	داپلاشماق	headword	003_1R.png	unverified
D90-3-00025	داپلانماق	headword	003_1R.png	unverified
D90-3-00026	داپلىماق	headword	003_1R.png	unverified
D90-3-00027	دات	headword	003_2L.png	unverified
D90-3-00028	دات باسماق	headword	003_2L.png	unverified
D90-3-00029	دات كېسەللىكى زەمبۇرۇغى	headword	003_2L.png	unverified
D90-3-00030	دات كېسىلى	headword	003_2L.png	unverified
D90-3-00033	داتسىت	headword	004_1R.png	unverified
D90-3-00034	داتلاشتۇرماق	headword	004_1R.png	unverified
D90-3-00035	داتلاشماس	headword	004_1R.png	unverified
D90-3-00037	داتلاشماق	headword	004_1R.png	unverified
D90-3-00038	داجىتماق	headword	004_2L.png	unverified
D90-3-00039	داجىشماق	headword	004_2L.png	unverified
D90-3-00040	داجىماق	headword	004_2L.png	unverified
D90-3-00042	داچا	headword	004_2L.png	unverified
D90-3-00043	داچەن	headword	004_2L.png	unverified
D90-3-00044	داخان	headword	005_1R.png	unverified
D90-3-00045	داخانلىق	headword	005_1R.png	unverified
D90-3-00046	داخى	headword	005_1R.png	unverified
D90-3-00047	داخشالماق	headword	005_1R.png	unverified
D90-3-00048	داخىركالۋار	headword	005_1R.png	verified
D90-3-00049	داخىل	headword	005_1R.png	unverified
D90-3-00049-v1	داخىل بولماق	variant	005_1R.png	unverified
D90-3-00051	داد	headword	005_2L.png	unverified
D90-3-00052	داد دېگۈزمەك	headword	005_2L.png	unverified
D90-3-00053	داد دېمەك	headword	005_2L.png	unverified
D90-3-00054	داد سالماق	headword	006_1R.png	unverified
D90-3-00055	داد ئوقۇماق	headword	006_1R.png	unverified
D90-3-00056	داد ئېيتماق	headword	006_1R.png	unverified
D90-3-00057	دادىغا يەتمەك	headword	006_1R.png	unverified
D90-3-00058	دادا	headword	006_1R.png	unverified
D90-3-00059	دادا بولماق	headword	006_2L.png	unverified
D90-3-00060	دادا بۆلەك	headword	006_2L.png	unverified
D90-3-00061	دادا جەمەت	headword	006_2L.png	unverified
D90-3-00061-v1	ئاتا جەمەت	variant	006_2L.png	unverified
D90-3-00062	دادا يوللۇق	headword	006_2L.png	unverified
D90-3-00063	دادام	headword	006_2L.png	unverified
D90-3-00064	دادام قوۋۇرغا	headword	006_2L.png	unverified
D90-3-00066	دادەنلىك	headword	006_2L.png	unverified
D90-3-00067	داد-پەرياد	headword	006_2L.png	unverified
D90-3-00068	داد-پەرياد چەكمەك	headword	007_1R.png	unverified
D90-3-00069	داد-پەرياد سالماق	headword	007_1R.png	unverified
D90-3-00070	داد-پەرياد قىلماق	headword	007_1R.png	unverified
D90-3-00071	داد-پەرياد كۆتۈرمەك	headword	007_1R.png	unverified
D90-3-00072	داد-پەرياد ئوقۇماق	headword	007_1R.png	unverified
D90-3-00073	دادخاھ	headword	007_1R.png	unverified
D90-3-00074	دادخور	headword	007_2L.png	unverified
D90-3-00075	دادخورلۇق	headword	007_2L.png	unverified
D90-3-00076	دادگاھ	headword	007_2L.png	unverified
D90-3-00077	دادلاتماق	headword	007_2L.png	unverified
D90-3-00078	دادلانماق	headword	007_2L.png	unverified
D90-3-00079	دادلىماق	headword	007_2L.png	unverified
D90-3-00080	داد-مۇئامىلە	headword	008_1R.png	unverified
D90-3-00081	داد-مۇئامىلە قىلماق	headword	008_1R.png	unverified
D90-3-00084	دادۇر-پۇرچاق	headword	008_1R.png	unverified
D90-3-00087	دادۈيجاڭلىق	headword	008_2L.png	unverified
D90-3-00088	دادىخا	nonstandard	008_2L.png	unverified
D90-3-00089	دادىكا	headword	008_2L.png	unverified
D90-3-00090	دادىل	headword	008_2L.png	unverified
D90-3-00092	دادىللاشتۇرماق	headword	008_2L.png	unverified
D90-3-00093	دادىللاشماق	headword	008_2L.png	unverified
