sub_id	parent_id	phrase	source_page	status_v1
D90-3-00036	D90-3-00035	داتلاشماس پولات	004_1R.png	unverified
D90-3-00050	D90-3-00049	داخىل بولماق	005_1R.png	unverified
D90-3-00091	D90-3-00090	دادىل بولماق	008_2L.png	unverified
D90-3-00097	D90-3-00096	دار بېشى	009_1R.png	unverified
D90-3-00098	D90-3-00096	داردىن قاچقان	009_1R.png	unverified
D90-3-00102	D90-3-00101	داراز تارتماق	009_2L.png	unverified
D90-3-00125	D90-3-00124	دارقا مال	011_2L.png	unverified
D90-3-00148	D90-3-00147	داس بوشلۇقى	013_2L.png	unverified
D90-3-00172	D90-3-00171	داش قازان	016_1R.png	unverified
D90-3-00179	D90-3-00178	داشقال بېتون	017_1R.png	unverified
D90-3-00207	D90-3-00206	داغدام يول	019_1R.png	unverified
D90-3-00228	D90-3-00227	داغۇر تىلى	020_2L.png	unverified
D90-3-00236	D90-3-00235	داق يەر	021_1R.png	unverified
D90-3-00240	D90-3-00239	داقاق قىلماق	021_2L.png	unverified
D90-3-00255	D90-3-00254	داكا رومال	022_1R.png	unverified
D90-3-00256	D90-3-00254	داكا ياغلىق	022_1R.png	unverified
D90-3-00274	D90-3-00273	داڭقى پۇر كەتمەك	023_2L.png	unverified
D90-3-00275	D90-3-00273	داڭقى چىقماق	023_2L.png	unverified
D90-3-00278	D90-3-00277	داڭقانپۇتى گەپ	023_2L.png	unverified
D90-3-00289	D90-3-00288	دال بولماق	024_2L.png	unverified
D90-3-00291	D90-3-00290	دال بولماق	024_2L.png	unverified
D90-3-00294	D90-3-00293	دالا ئارمىيىسى	025_1R.png	unverified
D90-3-00295	D90-3-00293	دالا چاشقانلىرى	025_1R.png	unverified
D90-3-00296	D90-3-00293	دالا زەمبىرىكى	025_1R.png	unverified
D90-3-00313	D90-3-00312	دالبېرگىيە دەرىغى	027_1R.png	unverified
D90-3-00318	D90-3-00317	دالدا بولماق	027_1R.png	unverified
D90-3-00327	D90-3-00326	دامىغا چۈشمەك	028_1R.png	unverified
