row_id	entry	type	source_page	status_v1
D90-2-00001	ت	headword	001_1R.png	verified
D90-2-00003	تا	headword	001_1R.png	verified
D90-2-00004	تائام	headword	001_2L.png	verified
D90-2-00005	تائاملانماق	headword	001_2L.png	verified
D90-2-00006	تائەبەت	headword	001_2L.png	verified
D90-2-00007	تائەت	headword	002_1R.png	verified
D90-2-00008	تائەت-ئىبادەت	headword	002_1R.png	verified
D90-2-00009	تابارا	headword	002_1R.png	verified
D90-2-00010	تابان	headword	002_1R.png	verified
D90-2-00011	تابغاچ	headword	002_2L.png	verified
D90-2-00012	تابلېتكا	headword	002_2L.png	verified
D90-2-00013	تابىئە	headword	002_2L.png	verified
D90-2-02121	تەۋە	headword	205_2L.png	unverified
D90-2-00014	تاپ	headword	002_2L.png	verified
D90-2-00017	تاپ باسماق	headword	003_1R.png	verified
D90-2-00018	تاپتىن چىقماق	headword	003_1R.png	verified
D90-2-00019	تاپقا كىرمەك	headword	003_1R.png	verified
D90-2-00023	تاپا	headword	003_2L.png	verified
D90-2-00025	تاپا-تەنە	headword	003_2L.png	verified
D90-2-09462	تاپا-تەنە قىلماق	headword	004_1R.png	verified
D90-2-00026	تاپارمەن	headword	004_1R.png	verified
D90-2-00027	تاپان	headword	004_1R.png	verified
D90-2-00029	تاپان باستۇرۇپ	headword	004_1R.png	verified
D90-2-00029-v1	تاپ بېسىپ	variant	004_1R.png	verified
D90-2-00030	تاپان باسقۇچ	headword	004_2L.png	unverified
D90-2-00031	تاپان بېلىق	headword	004_2L.png	unverified
D90-2-00032	تاپان تەشتى	headword	004_2L.png	unverified
D90-2-00033	تاپان تۇزاق	headword	004_2L.png	unverified
D90-2-00034	تاپان تۇزاق قۇرماق	headword	004_2L.png	unverified
D90-2-00035	تاپان تىرىگۇچ	headword	004_2L.png	unverified
D90-2-00036	تاپان چوكا	headword	005_1R.png	unverified
D90-2-00037	تاپان دەسسەپ	headword	005_1R.png	unverified
D90-2-00038	تاپان سۆڭىكى	headword	005_1R.png	unverified
D90-2-00039	تاپان كۆتىكى	headword	005_1R.png	unverified
D90-2-00040	تاپان ھەققى	headword	005_1R.png	unverified
D90-2-00041	تاپان يالىماق	headword	005_1R.png	unverified
D90-2-00042	تاپىنى تېشىلگۈدەك بولماق	headword	005_2L.png	unverified
D90-2-00043	تاپىنىدىن كىرىپ مېڭىسىدىن چىقماق	headword	005_2L.png	unverified
D90-2-00044	تاپىنى قىزىماق	headword	005_2L.png	unverified
D90-2-00045	تاپىنىنىڭ كىرىنى شۈمۈمەك	headword	005_2L.png	unverified
D90-2-00045-v1	تاپىنىنى يالىماق	variant	005_2L.png	unverified
D90-2-00046	تاپىنىنى يەرگە تەگكۈزمەي	headword	005_2L.png	unverified
D90-2-00047	تاپىنى يەرگە تەگمەي	headword	005_2L.png	unverified
D90-2-00048	تاپانچا	headword	006_1R.png	unverified
D90-2-00049	تاپانچىلىق	headword	006_1R.png	unverified
D90-2-00050	تاپانداشماق	headword	006_1R.png	unverified
D90-2-00051	تاپاندىماق	headword	006_1R.png	unverified
D90-2-00052	تاپانلىق	headword	006_1R.png	unverified
D90-2-00053	تاپاۋەت	headword	006_1R.png	unverified
D90-2-00055	تاپاۋەت قىلماق	headword	006_2L.png	unverified
D90-2-00056	تاپاۋەتچى	headword	006_2L.png	unverified
D90-2-00057	تاپاۋەتلىك	headword	006_2L.png	unverified
D90-2-00058	تاپتاتىراڭ	headword	006_2L.png	unverified
